Playing Time,,,,Performance,,,,,,,,Expected,,,,Progression,,,Per 90 Minutes,,,,,,,,,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG-90,npxG-90,xAG-90,npxG+xAG-90,PrgC-90,PrgP-90,PrgR-90,Gls-90,Ast-90,G+A-90,G-PK-90,G+A-PK-90,xG-90,xAG-90,xG+xAG-90,npxG-90,npxG+xAG-90,Matches
226,Narumi Miura,jp JPN,MF,Courage,26,1997,25,23,"1,955",21.7,0,0,0,0,0,0,3,0,1.4,1.4,1.2,2.6,16,115,28,0,0,0,0,0,0.06,0.06,0.12,0.06,0.12,Matches
227,Paige Monaghan,us USA,"FW,MF",Royals,27,1996,22,20,"1,568",17.4,2,1,3,2,0,0,2,0,2.7,2.7,3.5,6.2,59,45,133,0.11,0.06,0.17,0.11,0.17,0.15,0.2,0.36,0.15,0.36,Matches
228,Nérilia Mondésir,ht HAI,"MF,FW",Reign,25,1999,10,2,275,3.1,1,0,1,1,0,0,0,0,0.7,0.7,0.5,1.2,12,11,27,0.33,0,0.33,0.33,0.33,0.23,0.17,0.4,0.23,0.4,Matches
229,Anna Moorhouse,eng ENG,GK,Pride,28,1995,26,26,"2,340",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
230,Madeline Moreau,us USA,DF,Bay FC,23,2000,11,2,250,2.8,0,0,0,0,0,0,1,0,0.1,0.1,0.6,0.7,13,14,19,0,0,0,0,0,0.03,0.22,0.25,0.03,0.25,Matches
231,Alex Morgan,us USA,FW,Wave,34,1989,13,10,848,9.4,0,1,1,0,0,2,1,0,3.9,2.3,0.5,2.8,9,19,61,0,0.11,0.11,0,0.11,0.41,0.05,0.46,0.25,0.3,Matches
232,Esme Morgan,eng ENG,DF,Spirit,23,2000,6,5,448,5,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,5,20,6,0,0,0,0,0,0.03,0.02,0.04,0.03,0.04,Matches
233,Makenna Morris,us USA,"FW,MF",Spirit,21,2002,12,4,536,6,5,2,7,5,0,0,0,0,4.8,4.8,0.6,5.4,9,18,40,0.84,0.34,1.18,0.84,1.18,0.81,0.1,0.91,0.81,0.91,Matches
234,Perle Morroni,fr FRA,DF,Wave,26,1997,6,5,380,4.2,0,0,0,0,0,0,2,0,0.9,0.9,0.3,1.2,10,20,25,0,0,0,0,0,0.21,0.07,0.27,0.21,0.27,Matches
235,Linda Motlhalo,za RSA,FW,Louisville,25,1998,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,Matches
236,Olivia Moultrie,us USA,"MF,FW",Thorns,18,2005,22,18,"1,569",17.4,5,1,6,4,1,1,2,0,4.4,3.7,2.6,6.3,30,88,95,0.29,0.06,0.34,0.23,0.29,0.25,0.15,0.4,0.21,0.36,Matches
237,Brecken Mozingo,us USA,"FW,MF",Royals,22,2001,18,10,981,10.9,0,0,0,0,0,0,0,0,0.6,0.6,1.8,2.4,16,27,49,0,0,0,0,0,0.05,0.16,0.22,0.05,0.22,Matches
238,Marie Müller,de GER,DF,Thorns,23,2000,25,20,"1,824",20.3,0,2,2,0,0,0,2,0,0.4,0.4,2.2,2.7,56,103,79,0,0.1,0.1,0,0.1,0.02,0.11,0.13,0.02,0.13,Matches
239,Shaelan Murison,us USA,"MF,FW",Royals,25,1998,3,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Matches
240,Casey Murphy,us USA,GK,Courage,27,1996,26,26,"2,340",26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
241,Lily Nabet,us USA,MF,Angel City,24,1999,13,8,704,7.8,0,0,0,0,0,0,4,0,0.1,0.1,0.1,0.2,1,24,8,0,0,0,0,0,0.01,0.01,0.03,0.01,0.03,Matches
242,Alyssa Naeher,us USA,GK,Red Stars,35,1988,24,24,"2,131",23.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Matches
243,Y?ki Nagasato,jp JPN,"MF,FW",Dash,36,1987,21,14,"1,060",11.8,2,1,3,2,0,0,2,0,1,1,0.8,1.8,4,38,38,0.17,0.08,0.25,0.17,0.25,0.09,0.06,0.15,0.09,0.15,Matches
244,Meaghan Nally,us USA,DF,Thorns,25,1998,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
245,Carly Nelson,us USA,GK,Royals,25,1998,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
246,Leilanni Nesbeth,bm BER,MF,Red Stars,22,2001,18,10,961,10.7,1,1,2,1,0,0,2,0,0.6,0.6,0.3,0.9,6,23,15,0.09,0.09,0.19,0.09,0.19,0.05,0.03,0.09,0.05,0.09,Matches
247,Paige Nielsen,us USA,DF,Angel City,30,1993,3,3,270,3,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,3,9,1,0,0,0,0,0,0.03,0,0.03,0.03,0.03,Matches
248,Paige Nielsen,us USA,DF,Dash,30,1993,21,21,"1,889",21,1,0,1,1,0,0,4,0,1.6,1.6,0.3,1.9,13,80,2,0.05,0,0.05,0.05,0.05,0.08,0.01,0.09,0.08,0.09,Matches
249,Jenna Nighswonger,us USA,DF,Gotham FC,23,2000,26,23,"2,008",22.3,1,3,4,0,1,1,4,0,1.8,1,3.5,4.5,50,113,86,0.04,0.13,0.18,0,0.13,0.08,0.16,0.24,0.05,0.2,Matches
250,Agnes Nyberg,se SWE,MF,Royals,23,2000,11,8,651,7.2,0,0,0,0,0,0,2,0,0.2,0.2,0.7,0.9,1,11,7,0,0,0,0,0,0.02,0.1,0.12,0.02,0.12,Matches
251,Kelley O'Hara,us USA,DF,Gotham FC,35,1988,3,1,81,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,Matches
252,Denise O'Sullivan,ie IRL,MF,Courage,29,1994,23,21,"1,930",21.4,1,3,4,1,0,0,5,0,0.7,0.7,2.7,3.4,37,125,46,0.05,0.14,0.19,0.05,0.19,0.03,0.13,0.16,0.03,0.16,Matches
253,Isabella Obaze,dk DEN,DF,Thorns,21,2002,13,12,"1,017",11.3,0,2,2,0,0,0,1,0,0.4,0.4,0.8,1.1,2,14,2,0,0.18,0.18,0,0.18,0.03,0.07,0.1,0.03,0.1,Matches
254,Bárbara Olivieri,ve VEN,"FW,MF",Dash,21,2002,24,17,"1,592",17.7,4,2,6,2,2,2,6,0,3.7,2.3,3.4,5.7,37,48,110,0.23,0.11,0.34,0.11,0.23,0.21,0.19,0.4,0.13,0.32,Matches
255,Ifeoma Onumonu,ng NGA,"FW,MF",Royals,29,1994,5,0,112,1.2,0,0,0,0,0,0,0,0,1,1,0.1,1,4,3,15,0,0,0,0,0,0.8,0.05,0.85,0.8,0.85,Matches
256,Diana Ordoñez,mx MEX,"FW,MF",Dash,22,2001,24,19,"1,722",19.1,5,0,5,5,0,1,2,0,5.9,5,0.8,5.8,13,20,70,0.26,0,0.26,0.26,0.26,0.31,0.04,0.35,0.26,0.3,Matches
257,Asisat Oshoala,ng NGA,FW,Bay FC,29,1994,25,23,"1,867",20.7,7,1,8,5,2,2,3,0,7.6,6.1,2.4,8.5,30,38,114,0.34,0.05,0.39,0.24,0.29,0.37,0.12,0.48,0.3,0.41,Matches
258,Avery Patterson,us USA,"DF,FW",Dash,21,2002,25,23,"2,072",23,1,2,3,1,0,0,3,0,2.2,2.2,1.1,3.3,54,81,95,0.04,0.09,0.13,0.04,0.13,0.1,0.05,0.14,0.1,0.14,Matches
259,Nicole Payne,ng NGA,DF,Thorns,23,2001,19,11,"1,011",11.2,0,0,0,0,0,0,0,0,0.2,0.2,0.5,0.7,39,46,38,0,0,0,0,0,0.02,0.04,0.06,0.02,0.06,Matches
260,Courtney Petersen,us USA,DF,Louisville,26,1997,7,6,541,6,0,0,0,0,0,0,1,0,0.1,0.1,0.4,0.5,7,23,5,0,0,0,0,0,0.02,0.06,0.08,0.02,0.08,Matches
261,Courtney Petersen,us USA,DF,Dash,26,1997,16,12,"1,161",12.9,0,0,0,0,0,0,2,0,0.2,0.2,1.2,1.4,16,45,24,0,0,0,0,0,0.02,0.09,0.11,0.02,0.11,Matches
262,Alex Pfeiffer,us USA,"FW,MF",Current,16,2007,10,0,138,1.5,1,0,1,1,0,0,0,0,0.1,0.1,0.1,0.2,4,4,15,0.65,0,0.65,0.65,0.65,0.05,0.06,0.11,0.05,0.11,Matches
263,Carson Pickett,us USA,"DF,FW",Pride,30,1993,7,4,391,4.3,1,1,2,1,0,0,2,0,0.7,0.7,0.7,1.4,7,18,15,0.23,0.23,0.46,0.23,0.46,0.16,0.17,0.33,0.16,0.33,Matches
264,Carson Pickett,us USA,DF,Louisville,30,1993,16,16,"1,440",16,1,2,3,1,0,0,0,0,0.7,0.7,3.9,4.6,28,95,42,0.06,0.12,0.19,0.06,0.19,0.04,0.25,0.29,0.04,0.29,Matches
265,Kiki Pickett,us USA,MF,Bay FC,24,1999,20,18,"1,650",18.3,1,1,2,1,0,0,1,0,0.4,0.4,0.7,1.2,7,68,13,0.05,0.05,0.11,0.05,0.11,0.02,0.04,0.06,0.02,0.06,Matches
266,Victoria Pickett,ca CAN,"FW,MF",Courage,27,1996,19,6,582,6.5,0,1,1,0,0,0,1,0,1,1,0.9,1.9,18,20,24,0,0.15,0.15,0,0.15,0.15,0.15,0.29,0.15,0.29,Matches
267,Elli Pikkujämsä,fi FIN,DF,Louisville,24,1999,3,3,251,2.8,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,3,8,0,0,0,0,0,0,0.03,0,0.03,0.03,0.03,Matches
268,Brianna Pinto,us USA,"FW,MF",Courage,23,2000,20,9,764,8.5,3,2,5,3,0,0,0,0,3.6,3.6,1.1,4.7,13,30,30,0.35,0.24,0.59,0.35,0.59,0.42,0.13,0.55,0.42,0.55,Matches
269,Madison Pogarch,us USA,DF,Royals,26,1997,25,21,"1,883",20.9,0,0,0,0,0,0,3,0,0.2,0.2,0.7,0.9,28,74,49,0,0,0,0,0,0.01,0.03,0.04,0.01,0.04,Matches
270,Maddie Pokorny,us USA,"FW,MF",Louisville,27,1996,12,0,80,0.9,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,2,1,10,0,0,0,0,0,0.08,0,0.08,0.08,0.08,Matches
271,Christen Press,us USA,FW,Angel City,35,1988,9,1,203,2.3,1,0,1,1,0,0,0,0,0.5,0.5,0.1,0.6,4,11,22,0.44,0,0.44,0.44,0.44,0.22,0.05,0.27,0.22,0.27,Matches
272,Nichelle Prince,ca CAN,FW,Current,28,1995,13,9,732,8.1,2,2,4,2,0,0,0,0,2.8,2.8,1.9,4.8,18,25,61,0.25,0.25,0.49,0.25,0.49,0.35,0.24,0.59,0.35,0.59,Matches
273,Lysianne Proulx,ca CAN,GK,Bay FC,24,1999,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
274,Sarah Puntigam,at AUT,"MF,DF",Dash,31,1992,23,18,"1,587",17.6,0,2,2,0,0,0,5,0,1,1,1.3,2.3,12,66,28,0,0.11,0.11,0,0.11,0.05,0.07,0.13,0.05,0.13,Matches
275,Margaret Purce,us USA,FW,Gotham FC,28,1995,1,1,44,0.5,0,0,0,0,0,0,1,0,0,0,0,0,3,1,8,0,0,0,0,0,0.06,0,0.06,0.06,0.06,Matches
276,Quinn,ca CAN,MF,Reign,28,1995,15,13,"1,077",12,0,0,0,0,0,0,0,0,0.5,0.5,0.2,0.7,8,66,14,0,0,0,0,0,0.04,0.01,0.06,0.04,0.06,Matches
277,Rafaelle,br BRA,DF,Pride,32,1991,9,6,621,6.9,0,0,0,0,0,0,1,0,0.6,0.6,0.1,0.7,2,9,0,0,0,0,0,0,0.09,0.02,0.1,0.09,0.1,Matches
278,Maximiliane Rall,de GER,DF,Red Stars,30,1993,9,9,800,8.9,1,0,1,1,0,0,0,0,0.5,0.5,0.1,0.7,13,33,27,0.11,0,0.11,0.11,0.11,0.06,0.01,0.07,0.06,0.07,Matches
279,Brittany Ratcliffe,us USA,"FW,MF",Spirit,29,1994,23,3,515,5.7,3,0,3,3,0,0,1,0,2.2,2.2,0.4,2.6,16,15,39,0.52,0,0.52,0.52,0.52,0.38,0.07,0.45,0.38,0.45,Matches
280,Felicitas Rauch,de GER,DF,Courage,27,1996,25,21,"1,887",21,1,0,1,1,0,0,2,0,0.8,0.8,1.4,2.2,13,80,43,0.05,0,0.05,0.05,0.05,0.04,0.06,0.1,0.04,0.1,Matches
281,Megan Reid,us USA,DF,Angel City,27,1996,23,19,"1,797",20,0,0,0,0,0,0,3,0,1.3,1.3,0.2,1.4,3,52,1,0,0,0,0,0,0.06,0.01,0.07,0.06,0.07,Matches
282,Reyna Reyes,mx MEX,DF,Thorns,22,2001,25,20,"1,735",19.3,0,1,1,0,0,0,5,0,0.7,0.7,1,1.7,33,89,50,0,0.05,0.05,0,0.05,0.04,0.05,0.09,0.04,0.09,Matches
283,Chloe Ricketts,us USA,"MF,FW",Spirit,16,2007,4,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,Matches
284,Kaleigh Riehl,us USA,DF,Royals,27,1996,14,14,"1,260",14,0,1,1,0,0,0,1,0,0.6,0.6,0.2,0.8,2,40,1,0,0.07,0.07,0,0.07,0.04,0.01,0.06,0.04,0.06,Matches
285,Ali Riley,nz NZL,DF,Angel City,36,1987,5,3,260,2.9,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,6,8,4,0,0,0,0,0,0.06,0,0.06,0.06,0.06,Matches
286,Gabrielle Robinson,us USA,DF,Current,22,2001,11,11,925,10.3,1,0,1,1,0,0,2,0,0.8,0.8,0,0.8,4,38,2,0.1,0,0.1,0.1,0.1,0.08,0,0.08,0.08,0.08,Matches
287,Cari Roccaro,us USA,"MF,DF",Red Stars,29,1994,26,26,"2,330",25.9,0,0,0,0,0,0,3,0,0.2,0.2,0.7,0.9,6,46,7,0,0,0,0,0,0.01,0.03,0.03,0.01,0.03,Matches
288,Trinity Rodman,us USA,"FW,MF",Spirit,21,2002,23,20,"1,761",19.6,8,6,14,7,1,1,4,0,7.1,6.3,8.5,14.8,125,56,190,0.41,0.31,0.72,0.36,0.66,0.36,0.43,0.79,0.32,0.75,Matches
289,Izzy Rodriguez,us USA,DF,Current,24,1999,21,18,"1,513",16.8,1,2,3,1,0,0,1,0,0.7,0.7,3.9,4.6,33,101,83,0.06,0.12,0.18,0.06,0.18,0.04,0.23,0.27,0.04,0.27,Matches
290,Raquel Rodríguez,cr CRC,MF,Angel City,30,1993,20,13,"1,139",12.7,1,0,1,1,0,0,3,0,1.7,1.7,0.5,2.3,12,68,28,0.08,0,0.08,0.08,0.08,0.14,0.04,0.18,0.14,0.18,Matches
291,Cristina Roque,pr PUR,GK,Royals,22,2001,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
292,Katelyn Rowland,us USA,GK,Bay FC,29,1994,20,20,"1,800",20,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches
293,Elin Rubensson,se SWE,MF,Dash,30,1993,15,12,"1,018",11.3,0,1,1,0,0,0,2,0,0.2,0.2,1.1,1.3,16,35,17,0,0.09,0.09,0,0.09,0.02,0.1,0.11,0.02,0.11,Matches
294,Yazmeen Ryan,us USA,"MF,FW",Gotham FC,24,1999,25,23,"1,939",21.5,5,5,10,5,0,0,4,1,4.7,4.7,4.7,9.4,82,94,176,0.23,0.23,0.46,0.23,0.46,0.22,0.22,0.44,0.22,0.44,Matches
295,Emily Sams,us USA,DF,Pride,24,1999,25,24,"2,186",24.3,1,2,3,1,0,0,2,0,0.1,0.1,0.5,0.6,13,67,11,0.04,0.08,0.12,0.04,0.12,0,0.02,0.02,0,0.02,Matches
296,Ashley Sanchez,us USA,MF,Courage,24,1999,26,25,"2,140",23.8,5,4,9,5,0,0,1,0,4.7,4.7,5.1,9.8,79,154,164,0.21,0.17,0.38,0.21,0.38,0.2,0.22,0.41,0.2,0.41,Matches
297,Maria Sanchez,mx MEX,"FW,MF",Wave,27,1996,22,18,"1,534",17,1,4,5,1,0,0,1,0,3.8,3.8,4.2,8,31,40,104,0.06,0.23,0.29,0.06,0.29,0.22,0.25,0.47,0.22,0.47,Matches
298,Maria Sanchez,mx MEX,"FW,DF",Dash,27,1996,4,4,347,3.9,0,1,1,0,0,0,0,0,0.1,0.1,1.3,1.4,11,15,17,0,0.26,0.26,0,0.26,0.02,0.34,0.36,0.02,0.36,Matches
299,Leicy Santos,co COL,MF,Spirit,27,1996,7,6,530,5.9,2,1,3,2,0,0,1,0,1.5,1.5,0.7,2.2,9,24,17,0.34,0.17,0.51,0.34,0.51,0.25,0.12,0.37,0.25,0.37,Matches
300,Ouleymata Sarr,fr FRA,FW,Spirit,28,1995,19,19,"1,328",14.8,8,2,10,8,0,0,1,0,8.5,8.5,2.1,10.6,14,24,104,0.54,0.14,0.68,0.54,0.68,0.58,0.14,0.72,0.58,0.72,Matches
301,Becky Sauerbrunn,us USA,DF,Thorns,38,1985,25,24,"2,146",23.8,0,0,0,0,0,0,0,0,0.6,0.6,0.8,1.5,15,80,6,0,0,0,0,0,0.03,0.04,0.06,0.03,0.06,Matches
302,Ally Schlegel,us USA,"MF,FW",Red Stars,23,2000,22,19,"1,281",14.2,7,0,7,6,1,1,0,0,4.7,4,1.6,5.6,8,37,32,0.49,0,0.49,0.42,0.42,0.33,0.11,0.44,0.28,0.39,Matches
303,Sophie Schmidt,ca CAN,"MF,DF",Dash,35,1988,23,21,"1,832",20.4,0,0,0,0,0,0,2,0,1.1,1.1,0.6,1.7,11,69,15,0,0,0,0,0,0.05,0.03,0.08,0.05,0.08,Matches
304,Almuth Schult,de GER,GK,Current,32,1991,9,9,810,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
305,Desiree Scott,ca CAN,MF,Current,36,1987,11,0,136,1.5,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,Matches
306,Emma Sears,us USA,"FW,MF",Louisville,22,2001,26,12,"1,482",16.5,5,1,6,5,0,0,2,0,3.5,3.5,3.5,7,81,36,140,0.3,0.06,0.36,0.3,0.36,0.21,0.22,0.43,0.21,0.43,Matches
307,Ally Sentnor,us USA,"MF,FW",Royals,19,2004,21,21,"1,864",20.7,3,4,7,3,0,0,2,0,4.1,4.1,3.1,7.2,58,65,94,0.14,0.19,0.34,0.14,0.34,0.2,0.15,0.35,0.2,0.35,Matches
308,Kayla Sharples,us USA,DF,Bay FC,26,1997,15,12,"1,130",12.6,2,0,2,2,0,0,4,0,2,2,0.4,2.4,3,25,3,0.16,0,0.16,0.16,0.16,0.16,0.03,0.19,0.16,0.19,Matches
309,Kayla Sharples,us USA,DF,Current,26,1997,8,8,689,7.7,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1,13,3,0,0,0,0,0,0,0.03,0.03,0,0.03,Matches
310,Jaedyn Shaw,us USA,"MF,FW",Wave,19,2004,22,13,"1,248",13.9,4,1,5,3,1,1,1,0,5.8,5,3.4,8.3,21,60,72,0.29,0.07,0.36,0.22,0.29,0.42,0.24,0.66,0.36,0.6,Matches
311,Delanie Sheehan,us USA,MF,Gotham FC,25,1999,26,25,"2,098",23.3,2,1,3,2,0,0,3,0,3.3,3.3,2.2,5.5,37,112,78,0.09,0.04,0.13,0.09,0.13,0.14,0.09,0.23,0.14,0.23,Matches
312,Jamie Shepherd,us USA,MF,Bay FC,23,2000,2,2,155,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0.02,0.02,0,0.02,Matches
313,Kailen Sheridan,ca CAN,GK,Wave,28,1995,25,25,"2,219",24.7,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,Matches
314,Marissa Sheva,ie IRL,MF,Thorns,26,1997,6,0,86,1,0,1,1,0,0,0,0,0,0.1,0.1,0,0.1,1,6,7,0,1.05,1.05,0,1.05,0.09,0.03,0.12,0.09,0.12,Matches
315,Lena Silano,us USA,"FW,MF",Spirit,24,2000,12,0,152,1.7,2,0,2,2,0,0,0,1,0.8,0.8,0.1,0.9,3,2,20,1.18,0,1.18,1.18,1.18,0.46,0.06,0.51,0.46,0.51,Matches
316,Jéssica Silva,pt POR,"FW,MF",Gotham FC,29,1994,3,0,61,0.7,0,1,1,0,0,0,1,0,0,0,0.3,0.3,4,3,14,0,1.48,1.48,0,1.48,0,0.37,0.37,0,0.37,Matches
317,Christine Sinclair,ca CAN,FW,Thorns,40,1983,24,16,"1,248",13.9,4,1,5,4,0,0,2,0,4.7,4.7,2.4,7.1,5,59,68,0.29,0.07,0.36,0.29,0.36,0.34,0.18,0.51,0.34,0.51,Matches
318,Olivia Smith-Griffitts,us USA,DF,Royals,22,2001,13,13,"1,106",12.3,1,0,1,1,0,0,1,0,0.2,0.2,0.5,0.7,33,59,47,0.08,0,0.08,0.08,0.08,0.02,0.04,0.06,0.02,0.06,Matches
319,Ji So-yun,kr KOR,"MF,FW",Reign,32,1991,26,22,"2,044",22.7,3,3,6,3,0,0,1,0,3.4,3.4,2.8,6.1,49,131,108,0.13,0.13,0.26,0.13,0.26,0.15,0.12,0.27,0.15,0.27,Matches
320,Havana Solaun,jm JAM,MF,Dash,30,1993,5,1,167,1.9,1,0,1,1,0,0,1,0,0.1,0.1,0,0.1,2,7,4,0.54,0,0.54,0.54,0.54,0.03,0,0.03,0.03,0.03,Matches
321,Janine Sonis,ca CAN,FW,Louisville,29,1994,10,8,689,7.7,1,1,2,1,0,0,0,0,1.1,1.1,0.9,2,7,20,35,0.13,0.13,0.26,0.13,0.26,0.15,0.12,0.27,0.15,0.27,Matches
322,Janine Sonis,ca CAN,FW,Thorns,29,1994,16,10,917,10.2,3,2,5,3,0,0,1,0,3.8,3.8,3.5,7.3,23,26,101,0.29,0.2,0.49,0.29,0.49,0.37,0.35,0.72,0.37,0.72,Matches
323,Emily Sonnett,us USA,"DF,MF",Gotham FC,30,1993,25,25,"2,154",23.9,0,1,1,0,0,0,5,0,0.4,0.4,1.1,1.4,12,87,13,0,0.04,0.04,0,0.04,0.01,0.04,0.06,0.01,0.06,Matches
324,Croix Soto,,"DF,FW",Dash,,,3,0,30,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches
325,Alexa Spaanstra,us USA,FW,Current,23,2000,11,8,592,6.6,1,1,2,1,0,0,1,0,1.7,1.7,0.4,2,4,20,50,0.15,0.15,0.3,0.15,0.3,0.25,0.05,0.31,0.25,0.31,Matches
326,Alexa Spaanstra,us USA,"FW,MF",Thorns,23,2000,8,4,322,3.6,0,1,1,0,0,0,0,0,0.2,0.2,0.5,0.7,9,8,33,0,0.28,0.28,0,0.28,0.05,0.15,0.2,0.05,0.2,Matches
327,Meredith Speck,us USA,"MF,FW",Courage,30,1993,11,1,213,2.4,2,1,3,2,0,0,2,0,1.1,1.1,0.5,1.6,2,4,16,0.85,0.42,1.27,0.85,1.27,0.48,0.22,0.7,0.48,0.7,Matches
328,Jasmyne Spencer,us USA,DF,Angel City,33,1990,24,16,"1,626",18.1,0,0,0,0,0,0,4,0,0.7,0.7,0.5,1.3,42,51,82,0,0,0,0,0,0.04,0.03,0.07,0.04,0.07,Matches
329,Bianca St-Georges,ca CAN,"FW,DF",Courage,26,1997,21,8,776,8.6,3,1,4,3,0,0,3,0,1.3,1.3,1.7,2.9,31,19,91,0.35,0.12,0.46,0.35,0.46,0.15,0.2,0.34,0.15,0.34,Matches
330,Samantha Staab,us USA,DF,Red Stars,26,1997,16,16,"1,440",16,1,2,3,1,0,0,3,0,0.7,0.7,1.1,1.8,7,30,7,0.06,0.12,0.19,0.06,0.19,0.04,0.07,0.11,0.04,0.11,Matches
331,Heather Stainbrook,us USA,MF,Spirit,22,2001,11,4,442,4.9,1,0,1,1,0,0,2,0,0.7,0.7,0.3,1,8,18,10,0.2,0,0.2,0.2,0.2,0.13,0.07,0.2,0.13,0.2,Matches
332,Nikki Stanton,us USA,MF,Reign,33,1990,7,0,117,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,Matches
333,Regan Steigleder,no NOR,"DF,FW",Current,25,1998,3,1,72,0.8,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,0,0,0,0,0,0.06,0,0.06,0.06,0.06,Matches
334,Katie Stengel,us USA,"FW,MF",Gotham FC,31,1992,15,8,830,9.2,0,1,1,0,0,1,2,0,4.2,3.4,0.5,3.8,24,22,79,0,0.11,0.11,0,0.11,0.45,0.05,0.5,0.37,0.42,Matches
335,Ella Stevens,us USA,"FW,MF",Gotham FC,26,1997,22,15,"1,160",12.9,7,4,11,7,0,0,1,0,5.1,5.1,3.5,8.6,19,48,88,0.54,0.31,0.85,0.54,0.85,0.4,0.27,0.67,0.4,0.67,Matches
336,Kylie Strom,us USA,DF,Pride,31,1992,25,24,"2,158",24,0,1,1,0,0,0,4,1,0.8,0.8,1.5,2.4,19,80,6,0,0.04,0.04,0,0.04,0.03,0.06,0.1,0.03,0.1,Matches
337,Hina Sugita,jp JPN,MF,Thorns,27,1997,21,18,"1,666",18.5,2,4,6,2,0,0,2,0,0.6,0.6,2.1,2.6,18,117,49,0.11,0.22,0.32,0.11,0.32,0.03,0.11,0.14,0.03,0.14,Matches
338,Andi Sullivan,us USA,MF,Spirit,28,1995,21,21,"1,708",19,2,0,2,0,2,2,2,0,1.9,0.3,1.7,2,8,67,14,0.11,0,0.11,0,0,0.1,0.09,0.19,0.01,0.1,Matches
339,Mallory Swanson,us USA,"FW,MF",Red Stars,25,1998,24,24,"2,024",22.5,7,4,11,6,1,3,0,0,8.2,5.8,3.4,9.3,78,41,119,0.31,0.18,0.49,0.27,0.44,0.36,0.15,0.52,0.26,0.41,Matches
340,Frankie Tagliaferri,us USA,MF,Royals,25,1999,6,4,265,2.9,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,3,10,14,0,0,0,0,0,0.03,0.04,0.07,0.03,0.07,Matches
341,Mina Tanaka,jp JPN,"FW,MF",Royals,29,1994,7,7,507,5.6,1,0,1,1,0,0,2,0,2,2,0.7,2.7,4,14,28,0.18,0,0.18,0.18,0.18,0.35,0.13,0.47,0.35,0.47,Matches
342,Tarciane,br BRA,DF,Dash,20,2003,11,10,913,10.1,0,0,0,0,0,0,1,0,0.5,0.5,0.3,0.8,4,11,3,0,0,0,0,0,0.05,0.03,0.08,0.05,0.08,Matches
343,Ana Tejada,es ESP,"MF,DF",Royals,21,2002,15,15,"1,315",14.6,2,1,3,2,0,0,5,0,1,1,0.7,1.6,9,49,6,0.14,0.07,0.21,0.14,0.21,0.07,0.04,0.11,0.07,0.11,Matches
344,Alyssa Thompson,us USA,FW,Angel City,19,2004,26,24,"2,144",23.8,5,7,12,5,0,0,2,0,5.8,5.8,4.7,10.5,89,64,166,0.21,0.29,0.5,0.21,0.5,0.24,0.2,0.44,0.24,0.44,Matches
