Playing Time,,,,Performance,,,,,,,,Expected,,,,Progression,,,Per 90 Minutes,,,,,,,,,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG-90,npxG-90,xAG-90,npxG+xAG-90,PrgC-90,PrgP-90,PrgR-90,Gls-90,Ast-90,G+A-90,G-PK-90,G+A-PK-90,xG-90,xAG-90,xG+xAG-90,npxG-90,npxG+xAG-90,Matches
104,Bayley Feist,us USA,MF,Current,26,1997,16,6,572,6.4,1,0,1,1,0,0,0,0,1.3,1.3,0.8,2,10,34,14,0.16,0,0.16,0.16,0.16,0.2,0.12,0.32,0.2,0.32,Matches
105,Kayla Fischer,us USA,"FW,MF",Louisville,24,2000,24,12,"1,135",12.6,1,1,2,1,0,0,10,0,1.6,1.6,2.7,4.3,37,33,86,0.08,0.08,0.16,0.08,0.16,0.13,0.22,0.34,0.13,0.34,Matches
106,Jess Fishlock,wls WAL,MF,Reign,37,1987,18,17,"1,397",15.5,0,3,3,0,0,0,0,0,1,1,2.5,3.5,25,81,54,0,0.19,0.19,0,0.19,0.06,0.16,0.23,0.06,0.23,Matches
107,Jessie Fleming,ca CAN,MF,Thorns,25,1998,25,21,"1,701",18.9,0,1,1,0,0,0,3,0,1.3,1.3,1.7,3,14,109,58,0,0.05,0.05,0,0.05,0.07,0.09,0.16,0.07,0.16,Matches
108,Taylor Flint,us USA,MF,Louisville,25,1998,24,24,"2,051",22.8,3,1,4,2,1,1,6,0,3.6,2.7,1.2,3.9,14,118,28,0.13,0.04,0.18,0.09,0.13,0.16,0.05,0.21,0.12,0.17,Matches
109,Lauren Flynn,us USA,DF,Royals,21,2002,12,10,893,9.9,0,0,0,0,0,0,3,0,0.1,0.1,0.1,0.2,13,20,3,0,0,0,0,0,0.01,0.01,0.02,0.01,0.02,Matches
110,Dana Foederer,nl NED,"MF,FW",Royals,21,2002,23,17,"1,533",17,1,2,3,1,0,0,4,0,1.5,1.5,0.8,2.4,6,32,36,0.06,0.12,0.18,0.06,0.18,0.09,0.05,0.14,0.09,0.14,Matches
111,Adrianna Franch,us USA,GK,Current,33,1990,17,17,"1,530",17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
112,Bea Franklin,us USA,MF,Red Stars,23,2000,16,12,"1,110",12.3,1,0,1,1,0,0,2,0,1.1,1.1,0.4,1.5,3,25,6,0.08,0,0.08,0.08,0.08,0.09,0.03,0.12,0.09,0.12,Matches
113,Macey Fraser,nz NZL,MF,Royals,21,2002,4,2,210,2.3,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.2,2,8,6,0,0,0,0,0,0.07,0.03,0.1,0.07,0.1,Matches
114,Mandy Freeman,us USA,DF,Gotham FC,28,1995,16,7,751,8.3,1,2,3,1,0,0,3,0,0.1,0.1,0.8,0.9,19,43,16,0.12,0.24,0.36,0.12,0.36,0.02,0.09,0.11,0.02,0.11,Matches
115,Kennedy Fuller,us USA,MF,Angel City,16,2007,19,10,979,10.9,1,0,1,1,0,0,1,0,1.7,1.7,0.9,2.5,12,20,33,0.09,0,0.09,0.09,0.09,0.15,0.08,0.23,0.15,0.23,Matches
116,Ryan Gareis,us USA,FW,Dash,25,1998,7,5,327,3.6,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,13,7,25,0,0,0,0,0,0.06,0.05,0.11,0.06,0.11,Matches
117,Morgan Gautrat,us USA,MF,Pride,30,1993,17,11,850,9.4,0,0,0,0,0,0,3,0,0.8,0.8,0.4,1.2,4,47,12,0,0,0,0,0,0.09,0.04,0.13,0.09,0.13,Matches
118,Naomi Girma,us USA,DF,Wave,23,2000,20,20,"1,713",19,0,0,0,0,0,0,3,0,0,0,0.3,0.4,21,94,2,0,0,0,0,0,0,0.02,0.02,0,0.02,Matches
119,Hanna Glas,se SWE,DF,Reign,30,1993,7,6,473,5.3,0,0,0,0,0,0,1,0,0,0,0.3,0.3,2,24,14,0,0,0,0,0,0,0.05,0.05,0,0.05,Matches
120,Parker Goins,us USA,"FW,MF",Louisville,25,1998,14,0,173,1.9,1,0,1,1,0,0,0,0,0.6,0.6,0.2,0.8,2,3,13,0.52,0,0.52,0.52,0.52,0.33,0.1,0.44,0.33,0.44,Matches
121,Nádia Gomes,pt POR,"FW,MF",Red Stars,27,1996,9,3,234,2.6,0,0,0,0,0,0,0,0,0.6,0.6,0.1,0.7,3,5,6,0,0,0,0,0,0.22,0.04,0.26,0.22,0.26,Matches
122,Esther González,es ESP,"FW,MF",Gotham FC,31,1992,21,18,"1,578",17.5,9,4,13,9,0,0,1,0,6.5,6.5,4.4,10.9,32,77,100,0.51,0.23,0.74,0.51,0.74,0.37,0.25,0.62,0.37,0.62,Matches
123,Sarah Gorden,us USA,DF,Angel City,31,1992,24,24,"2,056",22.8,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,33,105,3,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches
124,Emily Gray,us USA,MF,Royals,23,2000,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
125,Sarah Griffith,us USA,MF,Red Stars,24,1999,7,3,190,2.1,0,1,1,0,0,0,0,0,0.1,0.1,0.2,0.2,4,9,2,0,0.47,0.47,0,0.47,0.04,0.08,0.12,0.04,0.12,Matches
126,Shea Groom,us USA,"MF,FW",Red Stars,30,1993,17,3,530,5.9,0,2,2,0,0,0,1,0,0.3,0.3,1.2,1.5,11,16,24,0,0.34,0.34,0,0.34,0.05,0.21,0.26,0.05,0.26,Matches
127,Julia Grosso,ca CAN,MF,Red Stars,23,2000,10,10,852,9.5,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,7,22,10,0,0,0,0,0,0.02,0.03,0.05,0.02,0.05,Matches
128,Kristen Hamilton,us USA,"FW,MF",Current,31,1992,3,0,87,1,1,0,1,1,0,0,0,0,0.3,0.3,0,0.3,1,4,2,1.03,0,1.03,1.03,1.03,0.33,0,0.33,0.33,0.33,Matches
129,Madison Hammond,us USA,MF,Angel City,26,1997,23,15,"1,384",15.4,0,0,0,0,0,0,5,0,0.5,0.5,0.3,0.9,6,67,12,0,0,0,0,0,0.03,0.02,0.06,0.03,0.06,Matches
130,DiDi Haracic,ba BIH,GK,Angel City,31,1992,23,23,"2,070",23,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
131,Jyllissa Harris,us USA,DF,Dash,23,2000,11,9,804,8.9,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,5,23,3,0,0,0,0,0,0.04,0.01,0.05,0.04,0.05,Matches
132,Ashley Hatch,us USA,FW,Spirit,28,1995,24,16,"1,403",15.6,7,3,10,4,3,3,0,0,6.7,4.5,2.7,7.1,22,50,57,0.45,0.19,0.64,0.26,0.45,0.43,0.17,0.6,0.29,0.46,Matches
133,Anna Heilferty,us USA,DF,Spirit,24,1999,2,0,71,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,Matches
134,Amandine Henry,fr FRA,MF,Angel City,34,1989,4,3,263,2.9,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,4,22,5,0,0,0,0,0,0.12,0.03,0.15,0.12,0.15,Matches
135,Amandine Henry,fr FRA,MF,Royals,34,1989,10,9,840,9.3,0,0,0,0,0,0,2,0,0.4,0.4,0.1,0.4,16,49,15,0,0,0,0,0,0.04,0.01,0.05,0.04,0.05,Matches
136,Hal Hershfelt,us USA,MF,Spirit,21,2002,25,23,"2,076",23.1,2,0,2,2,0,0,6,0,1.5,1.5,0.8,2.3,15,96,30,0.09,0,0.09,0.09,0.09,0.07,0.03,0.1,0.07,0.1,Matches
137,Samantha Hiatt,us USA,DF,Gotham FC,26,1998,17,12,"1,114",12.4,1,0,1,1,0,0,2,0,0.8,0.8,0,0.8,16,34,0,0.08,0,0.08,0.08,0.08,0.06,0,0.07,0.06,0.07,Matches
138,Rachel Hill,us USA,"FW,MF",Bay FC,28,1995,18,12,"1,108",12.3,1,2,3,1,0,0,0,0,2.7,2.7,1.5,4.2,24,31,95,0.08,0.16,0.24,0.08,0.24,0.22,0.12,0.34,0.22,0.34,Matches
139,Heather Hinz,us USA,GK,Dash,22,2001,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
140,Sophie Hirst,us USA,MF,Thorns,23,2000,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
141,Sophie Hirst,us USA,MF,Dash,23,2000,7,3,286,3.2,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.4,0,9,5,0,0,0,0,0,0.08,0.05,0.13,0.08,0.13,Matches
142,Penelope Hocking,us USA,"FW,MF",Bay FC,24,1999,8,3,373,4.1,0,1,1,0,0,0,1,0,0.7,0.7,0.3,1,10,9,26,0,0.24,0.24,0,0.24,0.18,0.07,0.25,0.18,0.25,Matches
143,Penelope Hocking,us USA,FW,Red Stars,24,1999,13,12,982,10.9,4,1,5,4,0,0,5,0,5,5,0.7,5.8,23,15,47,0.37,0.09,0.46,0.37,0.46,0.46,0.07,0.53,0.46,0.53,Matches
144,Shelby Hogan,us USA,GK,Thorns,25,1998,21,21,"1,890",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
145,Shae Holmes,us USA,DF,Reign,23,2000,19,12,"1,187",13.2,0,0,0,0,0,0,0,0,0.6,0.6,0.4,0.9,14,44,29,0,0,0,0,0,0.04,0.03,0.07,0.04,0.07,Matches
146,Haley Hopkins,us USA,FW,Courage,25,1998,23,18,"1,464",16.3,3,1,4,3,0,0,2,0,3.5,3.5,2,5.5,37,31,134,0.18,0.06,0.25,0.18,0.25,0.22,0.12,0.34,0.22,0.34,Matches
147,Jaelin Howell,us USA,MF,Reign,24,1999,8,5,477,5.3,0,0,0,0,0,0,4,0,0.3,0.3,0.1,0.4,3,20,14,0,0,0,0,0,0.06,0.02,0.08,0.06,0.08,Matches
148,Jaelin Howell,us USA,MF,Louisville,24,1999,12,8,701,7.8,0,1,1,0,0,0,4,0,0.3,0.3,1.4,1.6,6,35,16,0,0.13,0.13,0,0.13,0.03,0.17,0.21,0.03,0.21,Matches
149,Kelli Hubly,us USA,DF,Thorns,29,1994,20,19,"1,719",19.1,0,2,2,0,0,0,6,0,0.4,0.4,1.1,1.4,3,56,2,0,0.1,0.1,0,0.1,0.02,0.06,0.08,0.02,0.08,Matches
150,Sofia Huerta,us USA,DF,Reign,31,1992,19,19,"1,710",19,2,0,2,0,2,2,4,0,2.1,0.7,2,2.6,32,71,88,0.11,0,0.11,0,0,0.11,0.1,0.22,0.04,0.14,Matches
151,Jordyn Huitema,ca CAN,"FW,MF",Reign,22,2001,18,17,"1,504",16.7,3,1,4,3,0,0,2,0,5.4,5.4,2.2,7.6,11,46,80,0.18,0.06,0.24,0.18,0.24,0.32,0.13,0.45,0.32,0.45,Matches
152,Claire Hutton,us USA,MF,Current,18,2006,22,19,"1,653",18.4,0,1,1,0,0,0,3,0,2,2,1.2,3.2,18,90,27,0,0.05,0.05,0,0.05,0.11,0.06,0.17,0.11,0.17,Matches
153,Laurel Ivory,us USA,GK,Reign,24,1999,9,8,751,8.3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
154,Riley Jackson,us USA,"MF,FW",Courage,18,2005,18,3,316,3.5,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,3,25,12,0,0,0,0,0,0.04,0,0.04,0.04,0.04,Matches
155,Natalie Jacobs,us USA,DF,Dash,26,1997,16,14,"1,238",13.8,1,1,2,1,0,0,2,0,0.5,0.5,1,1.5,2,37,7,0.07,0.07,0.15,0.07,0.15,0.03,0.07,0.11,0.03,0.11,Matches
156,Sofia Jakobsson,se SWE,"FW,MF",Wave,33,1990,12,6,559,6.2,1,0,1,1,0,0,0,0,0.9,0.9,0.5,1.4,24,16,52,0.16,0,0.16,0.16,0.16,0.14,0.08,0.22,0.14,0.22,Matches
157,Angharad James,wls WAL,MF,Reign,29,1994,15,12,888,9.9,1,0,1,1,0,0,3,1,0.4,0.4,0.1,0.5,2,34,12,0.1,0,0.1,0.1,0.1,0.04,0.01,0.05,0.04,0.05,Matches
158,Ellie Jean,us USA,DF,Louisville,27,1997,8,6,592,6.6,0,0,0,0,0,0,0,0,0,0,0,0,2,18,0,0,0,0,0,0,0,0,0,0,0,Matches
159,Mwanalima Jereko,ke KEN,MF,Current,26,1997,3,0,45,0.5,0,0,0,0,0,0,0,0,0.7,0.7,0.1,0.8,0,1,1,0,0,0,0,0,1.38,0.14,1.51,1.38,1.51,Matches
160,Celia Jiménez,es ESP,DF,Pride,28,1995,3,1,74,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,Matches
161,Katie Johnson,mx MEX,FW,Angel City,29,1994,5,0,89,1,0,0,0,0,0,0,1,0,0,0,0.1,0.1,0,9,13,0,0,0,0,0,0,0.12,0.12,0,0.12,Matches
162,Mya Jones,ca CAN,"FW,MF",Wave,22,2001,19,12,852,9.5,2,0,2,2,0,0,0,0,2.5,2.5,1.3,3.9,24,15,70,0.21,0,0.21,0.21,0.21,0.27,0.14,0.41,0.27,0.41,Matches
163,Jameese Joseph,us USA,"FW,MF",Red Stars,21,2002,23,9,"1,038",11.5,2,2,4,2,0,0,1,0,2.5,2.5,1.5,4,33,20,54,0.17,0.17,0.35,0.17,0.35,0.21,0.13,0.35,0.21,0.35,Matches
164,Júlia,br BRA,MF,Red Stars,26,1997,17,9,785,8.7,1,0,1,1,0,0,2,0,0.3,0.3,0.8,1,6,38,16,0.11,0,0.11,0.11,0.11,0.03,0.09,0.12,0.03,0.12,Matches
165,Uchenna Kanu,ng NGA,FW,Louisville,26,1997,12,10,751,8.3,5,0,5,5,0,0,1,0,4.1,4.1,0.4,4.5,30,19,49,0.6,0,0.6,0.6,0.6,0.49,0.05,0.54,0.49,0.54,Matches
166,Kerolin,br BRA,FW,Courage,24,1999,5,2,235,2.6,1,0,1,1,0,0,0,0,0.6,0.6,0.1,0.7,11,13,27,0.38,0,0.38,0.38,0.38,0.24,0.02,0.27,0.24,0.27,Matches
167,Alex Kerr,us USA,FW,Pride,22,2001,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
168,Savannah King,us USA,DF,Bay FC,18,2005,18,12,"1,106",12.3,0,2,2,0,0,0,1,0,0.2,0.2,1.6,1.8,11,52,19,0,0.16,0.16,0,0.16,0.02,0.13,0.15,0.02,0.15,Matches
169,Tziarra King,us USA,"FW,MF",Reign,25,1998,23,18,"1,337",14.9,2,1,3,2,0,0,1,1,3.5,3.5,2.3,5.8,22,25,105,0.13,0.07,0.2,0.13,0.2,0.24,0.16,0.39,0.24,0.39,Matches
170,Aubrey Kingsbury,us USA,GK,Spirit,32,1991,26,26,"2,339",26,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches
171,Cecelia Kizer,us USA,"MF,FW",Gotham FC,26,1997,5,0,65,0.7,1,0,1,1,0,0,0,0,0.9,0.9,0,0.9,1,0,10,1.38,0,1.38,1.38,1.38,1.17,0,1.17,1.17,1.17,Matches
172,Cecelia Kizer,us USA,"FW,MF",Dash,26,1997,5,3,216,2.4,0,0,0,0,0,0,0,0,0,0,0.1,0.1,2,8,11,0,0,0,0,0,0,0.04,0.04,0,0.04,Matches
173,Meghan Klingenberg,us USA,"DF,MF",Thorns,35,1988,12,2,253,2.8,0,1,1,0,0,0,0,0,0.1,0.1,1.2,1.3,4,15,16,0,0.36,0.36,0,0.36,0.03,0.41,0.45,0.03,0.45,Matches
174,Rosemonde Kouassi,ci CIV,FW,Spirit,22,2001,8,7,552,6.1,0,2,2,0,0,0,1,1,1.9,1.9,3.2,5.1,32,14,55,0,0.33,0.33,0,0.33,0.31,0.52,0.83,0.31,0.83,Matches
175,Casey Krueger,us USA,DF,Spirit,33,1990,22,20,"1,678",18.6,1,3,4,1,0,0,1,0,0.5,0.5,1.1,1.6,34,56,42,0.05,0.16,0.21,0.05,0.21,0.02,0.06,0.09,0.02,0.09,Matches
176,Natalia Kuikka,fi FIN,DF,Red Stars,28,1995,25,25,"2,060",22.9,0,1,1,0,0,0,1,0,0.2,0.2,0.9,1.1,13,50,16,0,0.04,0.04,0,0.04,0.01,0.04,0.05,0.01,0.05,Matches
177,Racheal Kundananji,zm ZAM,"FW,MF",Bay FC,23,2000,21,20,"1,824",20.3,5,4,9,5,0,0,6,0,7.9,7.9,6.1,14,111,66,167,0.25,0.2,0.44,0.25,0.44,0.39,0.3,0.69,0.39,0.69,Matches
178,Kaleigh Kurtz,us USA,DF,Courage,26,1997,26,26,"2,340",26,1,0,1,1,0,0,4,0,1.5,1.5,0.3,1.8,6,77,2,0.04,0,0.04,0.04,0.04,0.06,0.01,0.07,0.06,0.07,Matches
179,Lo'eau LaBonta,us USA,MF,Current,30,1993,24,21,"1,920",21.3,6,1,7,3,3,3,2,0,5.1,2.7,2.3,5,25,89,30,0.28,0.05,0.33,0.14,0.19,0.24,0.11,0.35,0.13,0.24,Matches
180,Cloé Lacasse,ca CAN,FW,Royals,30,1993,9,8,664,7.4,4,0,4,4,0,0,1,0,2.4,2.4,2.4,4.8,25,13,73,0.54,0,0.54,0.54,0.54,0.33,0.33,0.66,0.33,0.66,Matches
181,Mariana Larroquette,ar ARG,"FW,MF",Pride,31,1992,4,0,52,0.6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0.06,0.06,0,0.06,Matches
182,Veronica Latsko,us USA,"FW,DF",Reign,28,1995,23,11,"1,177",13.1,3,1,4,3,0,0,0,0,3.1,3.1,1.1,4.3,20,40,90,0.23,0.08,0.31,0.23,0.31,0.24,0.09,0.33,0.24,0.33,Matches
183,Lauren,br BRA,DF,Current,21,2002,3,1,78,0.9,1,0,1,1,0,0,0,0,0.3,0.3,0,0.3,1,3,1,1.15,0,1.15,1.15,1.15,0.4,0,0.4,0.4,0.4,Matches
184,Rose Lavelle,us USA,"MF,FW",Gotham FC,28,1995,21,16,"1,413",15.7,7,1,8,7,0,0,1,0,6.7,6.7,1.9,8.5,46,115,111,0.45,0.06,0.51,0.45,0.51,0.42,0.12,0.54,0.42,0.54,Matches
185,Claire Lavogez,fr FRA,"FW,MF",Current,29,1994,14,4,481,5.3,2,0,2,2,0,0,2,0,2.8,2.8,0.3,3,9,22,48,0.37,0,0.37,0.37,0.37,0.51,0.05,0.57,0.51,0.57,Matches
186,Carrie Lawrence,us USA,"DF,MF",Pride,26,1997,9,3,288,3.2,0,1,1,0,0,0,3,1,0.1,0.1,0.4,0.5,2,15,9,0,0.31,0.31,0,0.31,0.04,0.13,0.17,0.04,0.17,Matches
187,Clarisse Le Bihan,fr FRA,MF,Angel City,29,1994,10,6,489,5.4,1,0,1,1,0,0,2,0,0.3,0.3,1.2,1.4,10,30,24,0.18,0,0.18,0.18,0.18,0.05,0.21,0.26,0.05,0.26,Matches
188,Ally Lemos,us USA,MF,Pride,19,2004,13,2,346,3.8,0,0,0,0,0,0,1,0,0.1,0.1,0.4,0.5,1,16,2,0,0,0,0,0,0.04,0.1,0.14,0.04,0.14,Matches
189,Sydney Leroux,us USA,FW,Angel City,33,1990,25,19,"1,738",19.3,7,1,8,7,0,0,1,0,6.9,6.9,0.7,7.6,4,20,90,0.36,0.05,0.41,0.36,0.41,0.36,0.03,0.39,0.36,0.39,Matches
190,Julia Lester,us USA,DF,Reign,26,1998,5,2,213,2.4,0,0,0,0,0,0,1,0,0,0,0,0,2,9,1,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches
191,Payton Linnehan,us USA,"FW,MF",Thorns,22,2001,18,6,739,8.2,2,1,3,2,0,0,2,0,1.8,1.8,1.6,3.4,23,18,72,0.24,0.12,0.37,0.24,0.37,0.21,0.2,0.41,0.21,0.41,Matches
192,Alex Loera,us USA,MF,Bay FC,24,1999,4,4,294,3.3,1,0,1,1,0,0,1,0,0,0,0.1,0.1,1,20,0,0.31,0,0.31,0.31,0.31,0.01,0.03,0.04,0.01,0.04,Matches
193,Maitane López Millán,es ESP,"MF,DF",Gotham FC,28,1995,13,4,414,4.6,0,0,0,0,0,0,3,0,0.2,0.2,0.1,0.3,2,19,2,0,0,0,0,0,0.04,0.02,0.06,0.04,0.06,Matches
194,Luana,br BRA,"MF,DF",Pride,30,1993,3,2,189,2.1,0,0,0,0,0,0,2,0,0,0,0.1,0.1,1,5,2,0,0,0,0,0,0.01,0.06,0.07,0.01,0.07,Matches
195,Ludmila,br BRA,FW,Red Stars,29,1994,7,6,529,5.9,3,0,3,3,0,0,0,1,1.1,1.1,1.2,2.4,17,12,37,0.51,0,0.51,0.51,0.51,0.19,0.21,0.4,0.19,0.4,Matches
196,Katie Lund,us USA,GK,Louisville,27,1996,26,26,"2,340",26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Matches
197,Hanna Lundkvist,se SWE,DF,Wave,21,2002,23,21,"1,814",20.2,2,0,2,2,0,0,6,0,1.3,1.3,0.9,2.3,38,112,74,0.1,0,0.1,0.1,0.1,0.07,0.05,0.11,0.07,0.11,Matches
198,Tyler Lussi,us USA,"FW,DF",Courage,29,1995,22,20,"1,467",16.3,4,2,6,4,0,0,1,0,4.4,4.4,1.2,5.6,46,30,129,0.25,0.12,0.37,0.25,0.37,0.27,0.07,0.34,0.27,0.34,Matches
199,Hailie Mace,us USA,DF,Current,26,1997,23,20,"1,798",20,0,1,1,0,0,0,5,0,0.9,0.9,1.1,2.1,30,90,29,0,0.05,0.05,0,0.05,0.05,0.06,0.1,0.05,0.1,Matches
200,Hildah Magaia,za RSA,"FW,MF",Current,29,1994,6,0,50,0.6,0,0,0,0,0,0,1,0,0.6,0.6,0,0.6,0,1,3,0,0,0,0,0,1.07,0,1.07,1.07,1.07,Matches
201,Taylor Malham,us USA,DF,Red Stars,24,1999,19,16,"1,436",16,0,2,2,0,0,0,2,0,0.2,0.2,1.7,1.9,18,40,15,0,0.13,0.13,0,0.13,0.01,0.11,0.12,0.01,0.12,Matches
202,Alyssa Malonson,us USA,DF,Bay FC,24,1999,22,16,"1,353",15,0,0,0,0,0,0,1,0,0.2,0.2,0.9,1.2,41,70,54,0,0,0,0,0,0.02,0.06,0.08,0.02,0.08,Matches
203,Princess Marfo,gh GHA,"FW,MF",Bay FC,20,2003,9,2,245,2.7,0,0,0,0,0,0,1,0,1.3,1.3,0.3,1.6,11,4,24,0,0,0,0,0,0.49,0.1,0.59,0.49,0.59,Matches
204,Marta,br BRA,"FW,MF",Pride,37,1986,23,19,"1,734",19.3,9,1,10,7,2,2,4,0,5.5,4,4.2,8.2,43,103,90,0.47,0.05,0.52,0.36,0.42,0.29,0.22,0.51,0.21,0.43,Matches
205,Nealy Martin,us USA,MF,Gotham FC,25,1998,25,22,"1,911",21.2,0,0,0,0,0,0,7,0,0,0,0.4,0.5,12,65,14,0,0,0,0,0,0,0.02,0.02,0,0.02,Matches
206,Brianna Martinez,us USA,DF,Pride,23,2000,13,8,698,7.8,0,0,0,0,0,0,3,1,0,0,0.2,0.2,14,30,7,0,0,0,0,0,0,0.02,0.02,0,0.02,Matches
207,Merritt Mathias,us USA,DF,Angel City,33,1990,13,3,371,4.1,0,0,0,0,0,0,1,0,0.1,0.1,1.5,1.5,6,12,13,0,0,0,0,0,0.02,0.36,0.37,0.02,0.37,Matches
208,Manaka Matsukubo,jp JPN,FW,Courage,19,2004,17,11,"1,051",11.7,2,1,3,2,0,0,0,0,3,3,1.4,4.3,17,45,56,0.17,0.09,0.26,0.17,0.26,0.25,0.12,0.37,0.25,0.37,Matches
209,Zoe Matthews,us USA,MF,Dash,16,2007,2,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0.23,0.23,0.23,Matches
210,Ainsley Mccammon,us USA,"MF,FW",Reign,16,2007,2,1,63,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches
211,Savannah McCaskill,us USA,MF,Wave,27,1996,20,16,"1,446",16.1,1,1,2,1,0,0,3,0,1.7,1.7,2.7,4.4,21,98,101,0.06,0.06,0.12,0.06,0.12,0.11,0.17,0.27,0.11,0.27,Matches
212,Phoebe McClernon,us USA,DF,Reign,26,1997,26,22,"1,933",21.5,0,1,1,0,0,0,4,0,0.3,0.3,0.7,1,6,76,24,0,0.05,0.05,0,0.05,0.01,0.03,0.04,0.01,0.04,Matches
213,Haley McCutcheon,us USA,MF,Pride,27,1996,22,18,"1,698",18.9,0,0,0,0,0,0,2,0,1.7,1.7,0.7,2.4,19,45,40,0,0,0,0,0,0.09,0.04,0.13,0.09,0.13,Matches
214,Amanda McGlynn,us USA,GK,Royals,25,1998,24,24,"2,160",24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches
215,Mallie McKenzie,us USA,MF,Thorns,23,2000,1,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
216,Tara McKeown,us USA,DF,Spirit,24,1999,26,26,"2,340",26,0,1,1,0,0,0,2,0,0.8,0.8,1.1,1.9,19,78,8,0,0.04,0.04,0,0.04,0.03,0.04,0.07,0.03,0.07,Matches
217,Kristen McNabb,us USA,DF,Wave,29,1994,24,21,"1,940",21.6,1,0,1,1,0,0,2,1,1.3,1.3,0.6,1.9,23,99,24,0.05,0,0.05,0.05,0.05,0.06,0.03,0.09,0.06,0.09,Matches
218,Emily Menges,us USA,DF,Bay FC,31,1992,26,25,"2,285",25.4,0,2,2,0,0,0,0,0,0.3,0.3,1.1,1.4,21,84,6,0,0.08,0.08,0,0.08,0.01,0.04,0.06,0.01,0.06,Matches
219,Maddie Mercado,us USA,"MF,FW",Reign,22,2001,5,0,36,0.4,1,0,1,1,0,0,0,0,0.2,0.2,0,0.2,0,1,4,2.5,0,2.5,2.5,2.5,0.44,0,0.44,0.44,0.44,Matches
220,Addisyn Merrick,us USA,DF,Royals,25,1998,4,1,117,1.3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,Matches
221,Landy Mertz,us USA,"DF,MF",Courage,23,2000,2,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Matches
222,Paige Metayer,us USA,"DF,MF",Spirit,23,2000,20,11,"1,044",11.6,1,1,2,1,0,0,2,0,0.7,0.7,1.3,2,20,45,33,0.09,0.09,0.17,0.09,0.17,0.06,0.11,0.18,0.06,0.18,Matches
223,Tatumn Milazzo,us USA,DF,Red Stars,25,1998,17,13,"1,133",12.6,0,0,0,0,0,0,1,0,0,0,0.1,0.2,9,40,5,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches
224,Cassie Miller,us USA,GK,Gotham FC,28,1995,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches
225,Lauren Milliet,us USA,DF,Louisville,27,1996,26,26,"2,339",26,0,2,2,0,0,0,3,0,1,1,1.7,2.8,49,122,93,0,0.08,0.08,0,0.08,0.04,0.07,0.11,0.04,0.11,Matches
